_link,id,tag,date,ocid,initiationType,buyer_id,buyer_name,tender_id,tender_title,tender_procurementMethodDetails,tender_status,tender_mainProcurementCategory,tender_awardCriteriaDetails,tender_description,tender_hasEnquiries,tender_eligibilityCriteria,tender_awardCriteria,tender_procurementMethod,tender_procurementMethodRationale,tender_numberOfTenderers,tender_value_amount,tender_value_currency,tender_minValue_amount,tender_minValue_currency,tender_tenderPeriod_endDate,tender_tenderPeriod_startDate,tender_enquiryPeriod_endDate,tender_enquiryPeriod_startDate,planning_rationale,planning_budget_id,planning_budget_description,planning_budget_project,planning_budget_projectID,planning_budget_amount_amount,planning_budget_amount_currency,tender_awardPeriod_startDate,tender_awardPeriod_endDate
2929,ocds-rw2stw-KTDCK-5734/KTDC/Kohalpur/NCB/074/075-06-2018-01-24T17:30:00+05:45,compiled,2018-01-24T17:30:00+05:45,ocds-rw2stw-KTDCK-5734/KTDC/Kohalpur/NCB/074/075-06,tender,4d23db5948e39e1b84bc214f03d64a5f,"Kohalpur Town Development Committee, Kohalpur",KTDCK-5734/KTDC/Kohalpur/NCB/074/075-06,Construction of Ticket Counter and Asphalt Concrete at Kohalpur Bus park,NCB,active,works,,,false,,,open,,3,0,NPR,0,NPR,2018-02-23T12:00:00+05:45,2018-01-24T17:30:00+05:45,2018-02-13T12:00:00+05:45,2018-01-24T17:30:00+05:45,null,295011,Internal Resources,Construction of Ticket Counter and Asphalt Concrete at Kohalpur Bus park,5734,n/a,NPR,,
2930,ocds-rw2stw-KTDCK-3488/KTDC/Kohalpur/NCB/074/075-01-2017-11-21T15:00:00+05:45,compiled,2017-11-21T15:00:00+05:45,ocds-rw2stw-KTDCK-3488/KTDC/Kohalpur/NCB/074/075-01,tender,4d23db5948e39e1b84bc214f03d64a5f,"Kohalpur Town Development Committee, Kohalpur",KTDCK-3488/KTDC/Kohalpur/NCB/074/075-01,Office Maintenance and Painting works,NCB,active,works,,,false,,,open,,1,0,NPR,0,NPR,2017-12-21T12:00:00+05:45,2017-11-21T15:00:00+05:45,2017-12-11T12:00:00+05:45,2017-11-21T15:00:00+05:45,null,295011,Internal Resources,Office Maintenance and Painting works,3488,n/a,NPR,,
2931,ocds-rw2stw-KTMFTEWRP-1588/KTFT/ICB/ 74/75/1-2017-08-27T06:00:00+05:45,compiled,2017-08-27T06:00:00+05:45,ocds-rw2stw-KTMFTEWRP-1588/KTFT/ICB/ 74/75/1,tender,35badd3049260bee4554a0d8f195025d,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,KTMFTEWRP-1588/KTFT/ICB/ 74/75/1,Supply of Communication Equipment,ICB,active,goods,,,false,,,open,,0,0,USD,0,USD,2017-10-11T12:00:00+05:45,2017-08-27T06:00:00+05:45,2017-09-26T12:00:00+05:45,2017-08-27T06:00:00+05:45,null,29611,Government Budget,Supply of Communication Equipment,1588,n/a,NPR,,
2932,ocds-rw2stw-KTMFTEWRP-11933/KTFT/NCB/074/75/21-2018-06-14T10:00:00+05:45,compiled,2018-06-14T10:00:00+05:45,ocds-rw2stw-KTMFTEWRP-11933/KTFT/NCB/074/75/21,tender,35badd3049260bee4554a0d8f195025d,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,KTMFTEWRP-11933/KTFT/NCB/074/75/21,Double Cab Pick Up,NCB,active,goods,,,false,,,open,,2,0,NPR,0,NPR,2018-06-29T12:00:00+05:45,2018-06-14T10:00:00+05:45,2018-06-19T12:00:00+05:45,2018-06-14T10:00:00+05:45,null,29611,Government Budget,Double Cab Pick Up,11933,n/a,NPR,,
2933,ocds-rw2stw-KTMFTEWRP-3529/KTFT/NCB/WORKS/2074/075-8-2017-11-21T18:00:00+05:45,compiled,2017-11-21T18:00:00+05:45,ocds-rw2stw-KTMFTEWRP-3529/KTFT/NCB/WORKS/2074/075-8,tender,35badd3049260bee4554a0d8f195025d,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,KTMFTEWRP-3529/KTFT/NCB/WORKS/2074/075-8,"Road Way excavation, Road way embankment construction ,Cross Drainage Structure  8",NCB,active,works,,,false,,,open,,1,0,NPR,0,NPR,2017-12-21T12:00:00+05:45,2017-11-21T18:00:00+05:45,2017-12-11T12:00:00+05:45,2017-11-21T18:00:00+05:45,null,29611,Government Budget,"Road Way excavation, Road way embankment construction ,Cross Drainage Structure  8",3529,n/a,NPR,,
2934,ocds-rw2stw-KTMFTEWRP-4249/KTFT/NCB/74/75/14-2017-12-17T12:00:00+05:45,compiled,2017-12-17T12:00:00+05:45,ocds-rw2stw-KTMFTEWRP-4249/KTFT/NCB/74/75/14,tender,35badd3049260bee4554a0d8f195025d,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,KTMFTEWRP-4249/KTFT/NCB/74/75/14,Supply of Double Cab Pick Up,NCB,active,goods,,,false,,,open,,0,0,NPR,0,NPR,2018-01-16T12:00:00+05:45,2017-12-17T12:00:00+05:45,2018-01-06T12:00:00+05:45,2017-12-17T12:00:00+05:45,null,29611,Government Budget,Supply of Double Cab Pick Up,4249,n/a,NPR,,
2935,ocds-rw2stw-KTDCK-10508/KTDC/Kohalpur/NCB/074/075-9-2018-05-09T17:30:00+05:45,compiled,2018-05-09T17:30:00+05:45,ocds-rw2stw-KTDCK-10508/KTDC/Kohalpur/NCB/074/075-9,tender,4d23db5948e39e1b84bc214f03d64a5f,"Kohalpur Town Development Committee, Kohalpur",KTDCK-10508/KTDC/Kohalpur/NCB/074/075-9,Gabion work in Dunduwa Khola,NCB,active,works,,,false,,,open,,7,0,NPR,0,NPR,2018-06-08T12:00:00+05:45,2018-05-09T17:30:00+05:45,2018-05-29T12:00:00+05:45,2018-05-09T17:30:00+05:45,null,295011,Internal Resources,Gabion work in Dunduwa Khola,10508,n/a,NPR,,
2936,ocds-rw2stw-KTMFTEWRP-1582/KTFT/NCB/74/75/7.-2017-11-02T06:00:00+05:45,compiled,2017-11-02T06:00:00+05:45,ocds-rw2stw-KTMFTEWRP-1582/KTFT/NCB/74/75/7.,tender,35badd3049260bee4554a0d8f195025d,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,KTMFTEWRP-1582/KTFT/NCB/74/75/7.,"Supply of Various types of Electrical Generator, Solar Power supply, Battery with Spare Parts",NCB,active,goods,,,false,,,open,,0,0,NPR,0,NPR,2017-11-17T12:00:00+05:45,2017-11-02T06:00:00+05:45,2017-11-07T12:00:00+05:45,2017-11-02T06:00:00+05:45,null,29611,Government Budget,"Supply of Various types of Electrical Generator, Solar Power supply, Battery with Spare Parts",1582,n/a,NPR,,
2937,ocds-rw2stw-KTDCK-3487/KTDC/Kohalpur/NCB/074/075-05-2017-11-21T15:00:00+05:45,compiled,2017-11-21T15:00:00+05:45,ocds-rw2stw-KTDCK-3487/KTDC/Kohalpur/NCB/074/075-05,tender,4d23db5948e39e1b84bc214f03d64a5f,"Kohalpur Town Development Committee, Kohalpur",KTDCK-3487/KTDC/Kohalpur/NCB/074/075-05,Track opening and Graveling work on road L2-L5,NCB,active,works,,,false,,,open,,1,0,NPR,0,NPR,2017-12-21T12:00:00+05:45,2017-11-21T15:00:00+05:45,2017-12-11T12:00:00+05:45,2017-11-21T15:00:00+05:45,null,295011,Internal Resources,Track opening and Graveling work on road L2-L5,3487,n/a,NPR,,
2938,ocds-rw2stw-KRTP-4715/RCTMSK /Khando/ RB /11/ 074-075-2018-01-03T00:00:00+05:45,compiled,2018-01-03T00:00:00+05:45,ocds-rw2stw-KRTP-4715/RCTMSK /Khando/ RB /11/ 074-075,tender,35fc24f3f498c8fc6bdc6708e3c5d346,Khando River Training Project,KRTP-4715/RCTMSK /Khando/ RB /11/ 074-075,Construction of Launching and Revetment etc.works.,NCB,active,works,,,false,,,open,,6,0,NPR,0,NPR,2018-02-01T12:00:00+05:45,2018-01-03T00:00:00+05:45,2018-01-22T12:00:00+05:45,2018-01-03T00:00:00+05:45,null,357109,Government Budget,Construction of Launching and Revetment etc.works.,4715,n/a,NPR,,
2939,ocds-rw2stw-KTMFTEWRP-4938/KTFT/NCB/WORKS/ 2074/075-13-2018-01-03T23:00:00+05:45,compiled,2018-01-03T23:00:00+05:45,ocds-rw2stw-KTMFTEWRP-4938/KTFT/NCB/WORKS/ 2074/075-13,tender,35badd3049260bee4554a0d8f195025d,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,KTMFTEWRP-4938/KTFT/NCB/WORKS/ 2074/075-13,"Road way Excavation, Road way embankment construction, Composite soil reinforcement system, Cross drainage structure and other structure's Construction 13",NCB,active,works,,,false,,,open,,0,0,NPR,0,NPR,2018-02-02T12:00:00+05:45,2018-01-03T23:00:00+05:45,2018-01-23T12:00:00+05:45,2018-01-03T23:00:00+05:45,null,29611,Government Budget,"Road way Excavation, Road way embankment construction, Composite soil reinforcement system, Cross drainage structure and other structure's Construction 13",4938,n/a,NPR,,
2940,ocds-rw2stw-KTMFTEWRP-3699/KTFT/NCB/74/75/12-2017-11-27T06:00:00+05:45,compiled,2017-11-27T06:00:00+05:45,ocds-rw2stw-KTMFTEWRP-3699/KTFT/NCB/74/75/12,tender,35badd3049260bee4554a0d8f195025d,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,KTMFTEWRP-3699/KTFT/NCB/74/75/12,Construction of Office Building with furniture and accessories all complete ,NCB,active,works,,,false,,,open,,0,0,NPR,0,NPR,2017-12-27T12:00:00+05:45,2017-11-27T06:00:00+05:45,2017-12-17T12:00:00+05:45,2017-11-27T06:00:00+05:45,null,29611,Government Budget,Construction of Office Building with furniture and accessories all complete ,3699,n/a,NPR,,
2941,ocds-rw2stw-KTMFTEWRP-11485/KTFT/NCB/2074/75 /19-2018-05-31T10:00:00+05:45,compiled,2018-05-31T10:00:00+05:45,ocds-rw2stw-KTMFTEWRP-11485/KTFT/NCB/2074/75 /19,tender,35badd3049260bee4554a0d8f195025d,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,KTMFTEWRP-11485/KTFT/NCB/2074/75 /19,Supply & Installation of Lab Equipments,NCB,active,goods,,,false,,,open,,3,0,NPR,0,NPR,2018-06-07T12:00:00+05:45,2018-05-31T10:00:00+05:45,2018-05-28T12:00:00+05:45,2018-05-31T10:00:00+05:45,null,29611,Government Budget,Supply & Installation of Lab Equipments,11485,n/a,NPR,,
2942,ocds-rw2stw-KTMFTEWRP-4248/KTFT/NCB/74/7513-2017-12-17T12:00:00+05:45,compiled,2017-12-17T12:00:00+05:45,ocds-rw2stw-KTMFTEWRP-4248/KTFT/NCB/74/7513,tender,35badd3049260bee4554a0d8f195025d,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,KTMFTEWRP-4248/KTFT/NCB/74/7513,Supply of SUV Jeep,NCB,active,goods,,,false,,,open,,0,0,NPR,0,NPR,2018-01-16T12:00:00+05:45,2017-12-17T12:00:00+05:45,2018-01-06T12:00:00+05:45,2017-12-17T12:00:00+05:45,null,29611,Government Budget,Supply of SUV Jeep,4248,n/a,NPR,,
2943,ocds-rw2stw-KTMFTEWRP-4930/KTFT/NCB/WORKS/ 2074/075-10-2018-01-03T23:00:00+05:45,compiled,2018-01-03T23:00:00+05:45,ocds-rw2stw-KTMFTEWRP-4930/KTFT/NCB/WORKS/ 2074/075-10,tender,35badd3049260bee4554a0d8f195025d,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,KTMFTEWRP-4930/KTFT/NCB/WORKS/ 2074/075-10,"Road way Excavation, Road way embankment construction, Composite soil reinforcement system, Cross drainage structure and other structure's Construction 10",NCB,active,works,,,false,,,open,,0,0,NPR,0,NPR,2018-02-02T12:00:00+05:45,2018-01-03T23:00:00+05:45,2018-01-23T12:00:00+05:45,2018-01-03T23:00:00+05:45,null,29611,Government Budget,"Road way Excavation, Road way embankment construction, Composite soil reinforcement system, Cross drainage structure and other structure's Construction 10",4930,n/a,NPR,,
2944,ocds-rw2stw-KRTP-102/03/2073-074-2017-01-27T14:00:00+05:45,compiled,2017-01-27T14:00:00+05:45,ocds-rw2stw-KRTP-102/03/2073-074,tender,587609eaacf9b3761a71da666cc66e76,Karnali River Training Project,KRTP-102/03/2073-074,Construction of Embankment.Spur/Stud and Sloping Revetment,NCB,active,works,,,false,,,open,,1,0,NPR,0,NPR,2017-02-28T12:00:00+05:45,2017-01-27T14:00:00+05:45,2017-02-18T12:00:00+05:45,2017-01-27T14:00:00+05:45,null,357109,Government Budget,Construction of Embankment.Spur/Stud and Sloping Revetment,102,n/a,NPR,,
2945,ocds-rw2stw-KTMFTEWRP-4941/KTFT/NCB/WORKS/ 2074/075-15-2018-01-03T23:00:00+05:45,compiled,2018-01-03T23:00:00+05:45,ocds-rw2stw-KTMFTEWRP-4941/KTFT/NCB/WORKS/ 2074/075-15,tender,35badd3049260bee4554a0d8f195025d,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,KTMFTEWRP-4941/KTFT/NCB/WORKS/ 2074/075-15,"Road way Excavation, Road way embankment construction, Composite soil reinforcement system, Cross drainage structure and other structure's Construction 15",NCB,active,works,,,false,,,open,,0,0,NPR,0,NPR,2018-02-02T12:00:00+05:45,2018-01-03T23:00:00+05:45,2018-01-23T12:00:00+05:45,2018-01-03T23:00:00+05:45,null,29611,Government Budget,"Road way Excavation, Road way embankment construction, Composite soil reinforcement system, Cross drainage structure and other structure's Construction 15",4941,n/a,NPR,,
2946,ocds-rw2stw-KTMFTEWRP-3253/Lease Equipment /074/75/4-2017-12-21T12:00:00+05:45,compiled,2017-12-21T12:00:00+05:45,ocds-rw2stw-KTMFTEWRP-3253/Lease Equipment /074/75/4,tender,35badd3049260bee4554a0d8f195025d,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,KTMFTEWRP-3253/Lease Equipment /074/75/4,Lease Equipment for Budune,NCB,active,goods,,,false,,,open,,0,0,NPR,0,NPR,2018-01-05T12:00:00+05:45,2017-12-21T12:00:00+05:45,2017-12-26T12:00:00+05:45,2017-12-21T12:00:00+05:45,null,29611,Government Budget,Lease Equipment for Budune,3253,n/a,NPR,,
2947,ocds-rw2stw-KTMFTEWRP-4993/KTFT/NCB/WORKS/2074/075 - 22-2018-01-04T19:00:00+05:45,compiled,2018-01-04T19:00:00+05:45,ocds-rw2stw-KTMFTEWRP-4993/KTFT/NCB/WORKS/2074/075 - 22,tender,35badd3049260bee4554a0d8f195025d,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,KTMFTEWRP-4993/KTFT/NCB/WORKS/2074/075 - 22,"Road Way excavation, Road way embankment construction , Composite  soil reinforcement System, Cross Drainage Structure  and other Structure's Construction 22",NCB,active,works,,,false,,,open,,0,0,NPR,0,NPR,2018-02-04T12:00:00+05:45,2018-01-04T19:00:00+05:45,2018-01-25T12:00:00+05:45,2018-01-04T19:00:00+05:45,null,29611,Government Budget,"Road Way excavation, Road way embankment construction , Composite  soil reinforcement System, Cross Drainage Structure  and other Structure's Construction 22",4993,n/a,NPR,,
2948,ocds-rw2stw-KTMFTEWRP-4943/KTFT/NCB/WORKS/ 2074/075-16-2018-01-03T23:00:00+05:45,compiled,2018-01-03T23:00:00+05:45,ocds-rw2stw-KTMFTEWRP-4943/KTFT/NCB/WORKS/ 2074/075-16,tender,35badd3049260bee4554a0d8f195025d,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,KTMFTEWRP-4943/KTFT/NCB/WORKS/ 2074/075-16,"Road way Excavation, Road way embankment construction, Composite soil reinforcement system, Cross drainage structure and other structure's Construction 16",NCB,active,works,,,false,,,open,,0,0,NPR,0,NPR,2018-02-02T12:00:00+05:45,2018-01-03T23:00:00+05:45,2018-01-23T12:00:00+05:45,2018-01-03T23:00:00+05:45,null,29611,Government Budget,"Road way Excavation, Road way embankment construction, Composite soil reinforcement system, Cross drainage structure and other structure's Construction 16",4943,n/a,NPR,,
2949,ocds-rw2stw-KTMFTEWRP-3527/KTFT/NCB/WORKS/2074/075-7 -2017-11-21T18:00:00+05:45,compiled,2017-11-21T18:00:00+05:45,ocds-rw2stw-KTMFTEWRP-3527/KTFT/NCB/WORKS/2074/075-7 ,tender,35badd3049260bee4554a0d8f195025d,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,KTMFTEWRP-3527/KTFT/NCB/WORKS/2074/075-7 ,"Road Way excavation, Road way embankment construction ,Cross Drainage Structure  7",NCB,active,works,,,false,,,open,,1,0,NPR,0,NPR,2017-12-21T12:00:00+05:45,2017-11-21T18:00:00+05:45,2017-12-11T12:00:00+05:45,2017-11-21T18:00:00+05:45,null,29611,Government Budget,"Road Way excavation, Road way embankment construction ,Cross Drainage Structure  7",3527,n/a,NPR,,
2950,ocds-rw2stw-KTMFTEWRP-4991/KTFT/NCB/WORKS/2074/075 - 20-2018-01-04T19:00:00+05:45,compiled,2018-01-04T19:00:00+05:45,ocds-rw2stw-KTMFTEWRP-4991/KTFT/NCB/WORKS/2074/075 - 20,tender,35badd3049260bee4554a0d8f195025d,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,KTMFTEWRP-4991/KTFT/NCB/WORKS/2074/075 - 20,"Road Way excavation, Road way embankment construction , Composite  soil reinforcement System, Cross Drainage Structure  and other Structure's Construction 20",NCB,active,works,,,false,,,open,,0,0,NPR,0,NPR,2018-02-04T12:00:00+05:45,2018-01-04T19:00:00+05:45,2018-01-25T12:00:00+05:45,2018-01-04T19:00:00+05:45,null,29611,Government Budget,"Road Way excavation, Road way embankment construction , Composite  soil reinforcement System, Cross Drainage Structure  and other Structure's Construction 20",4991,n/a,NPR,,
2951,ocds-rw2stw-KTMFTEWRP-1590/KTFT/NCB/ 74/75/ 1-2017-08-27T06:00:00+05:45,compiled,2017-08-27T06:00:00+05:45,ocds-rw2stw-KTMFTEWRP-1590/KTFT/NCB/ 74/75/ 1,tender,35badd3049260bee4554a0d8f195025d,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,KTMFTEWRP-1590/KTFT/NCB/ 74/75/ 1,Construction of Barrack Buildings with furniture and accessories all complete,NCB,active,works,,,false,,,open,,0,0,NPR,0,NPR,2017-10-10T12:00:00+05:45,2017-08-27T06:00:00+05:45,2017-09-30T12:00:00+05:45,2017-08-27T06:00:00+05:45,null,29611,Government Budget,Construction of Barrack Buildings with furniture and accessories all complete,1590,n/a,NPR,,
2952,ocds-rw2stw-KTS-9973/KTS/Jumla/Works/NCB/01-074/075-2018-04-27T00:00:00+05:45,compiled,2018-04-27T00:00:00+05:45,ocds-rw2stw-KTS-9973/KTS/Jumla/Works/NCB/01-074/075,tender,63ceedf177ce4e12ad0973a06c1be4fb,Karnali Technical School,KTS-9973/KTS/Jumla/Works/NCB/01-074/075,Construction of Class Room Building,NCB,active,works,,,false,,,open,,4,0,NPR,0,NPR,2018-05-27T12:00:00+05:45,2018-04-27T00:00:00+05:45,2018-05-17T12:00:00+05:45,2018-04-27T00:00:00+05:45,null,pugi ,Government Budget,Construction of Class Room Building,9973,n/a,NPR,,
2953,ocds-rw2stw-KUKL-3626/NCB/03/FY/074/75-2018-03-05T10:00:00+05:45,compiled,2018-03-05T10:00:00+05:45,ocds-rw2stw-KUKL-3626/NCB/03/FY/074/75,tender,62e34d714673203a1df8b2784aeae138,Kathmandu Upatyaka khanepani Limited,KUKL-3626/NCB/03/FY/074/75,Supply & Delivery of   Water Treatment Chemical   NCB/03/074/75,NCB,active,goods,,,false,,,open,,2,0,NPR,0,NPR,2018-04-04T12:00:00+05:45,2018-03-05T10:00:00+05:45,2018-03-25T12:00:00+05:45,2018-03-05T10:00:00+05:45,null,12,Internal Resources,Supply & Delivery of   Water Treatment Chemical   NCB/03/074/75,3626,n/a,NPR,,
2954,ocds-rw2stw-KTMFTEWRP-4994/KTFT/NCB/WORKS/2074/075 - 23-2018-01-04T19:00:00+05:45,compiled,2018-01-04T19:00:00+05:45,ocds-rw2stw-KTMFTEWRP-4994/KTFT/NCB/WORKS/2074/075 - 23,tender,35badd3049260bee4554a0d8f195025d,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,KTMFTEWRP-4994/KTFT/NCB/WORKS/2074/075 - 23,"Road Way excavation, Road way embankment construction , Composite  soil reinforcement System, Cross Drainage Structure  and other Structure's Construction 23",NCB,active,works,,,false,,,open,,0,0,NPR,0,NPR,2018-02-04T12:00:00+05:45,2018-01-04T19:00:00+05:45,2018-01-25T12:00:00+05:45,2018-01-04T19:00:00+05:45,null,29611,Government Budget,"Road Way excavation, Road way embankment construction , Composite  soil reinforcement System, Cross Drainage Structure  and other Structure's Construction 23",4994,n/a,NPR,,
2955,ocds-rw2stw-KTDCK-10483/KTDC/Kohalpur/NCB/074/075-07-2018-05-09T17:00:00+05:45,compiled,2018-05-09T17:00:00+05:45,ocds-rw2stw-KTDCK-10483/KTDC/Kohalpur/NCB/074/075-07,tender,4d23db5948e39e1b84bc214f03d64a5f,"Kohalpur Town Development Committee, Kohalpur",KTDCK-10483/KTDC/Kohalpur/NCB/074/075-07,Construction of  Drain and Asphalt Concrete  work in different phase of  KTDC,NCB,active,works,,,false,,,open,,3,0,NPR,0,NPR,2018-06-08T12:00:00+05:45,2018-05-09T17:00:00+05:45,2018-05-29T12:00:00+05:45,2018-05-09T17:00:00+05:45,null,295011,Internal Resources,Construction of  Drain and Asphalt Concrete  work in different phase of  KTDC,10483,n/a,NPR,,
2956,ocds-rw2stw-KTMFTEWRP-4935/KTFT/NCB/WORKS/ 2074/075-12-2018-01-03T23:00:00+05:45,compiled,2018-01-03T23:00:00+05:45,ocds-rw2stw-KTMFTEWRP-4935/KTFT/NCB/WORKS/ 2074/075-12,tender,35badd3049260bee4554a0d8f195025d,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,KTMFTEWRP-4935/KTFT/NCB/WORKS/ 2074/075-12,"Road way Excavation, Road way embankment construction, Composite soil reinforcement system, Cross drainage structure and other structure's Construction 12",NCB,active,works,,,false,,,open,,0,0,NPR,0,NPR,2018-02-02T12:00:00+05:45,2018-01-03T23:00:00+05:45,2018-01-23T12:00:00+05:45,2018-01-03T23:00:00+05:45,null,29611,Government Budget,"Road way Excavation, Road way embankment construction, Composite soil reinforcement system, Cross drainage structure and other structure's Construction 12",4935,n/a,NPR,,
2957,ocds-rw2stw-KTMFTEWRP-3525/KTFT/NCB/WORKS/2074/075-5 -2017-11-21T18:00:00+05:45,compiled,2017-11-21T18:00:00+05:45,ocds-rw2stw-KTMFTEWRP-3525/KTFT/NCB/WORKS/2074/075-5 ,tender,35badd3049260bee4554a0d8f195025d,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,KTMFTEWRP-3525/KTFT/NCB/WORKS/2074/075-5 ,"Road Way excavation, Road way embankment construction ,Cross Drainage Structure  5",NCB,active,works,,,false,,,open,,0,0,NPR,0,NPR,2017-12-21T12:00:00+05:45,2017-11-21T18:00:00+05:45,2017-12-11T12:00:00+05:45,2017-11-21T18:00:00+05:45,null,29611,Government Budget,"Road Way excavation, Road way embankment construction ,Cross Drainage Structure  5",3525,n/a,NPR,,
2958,ocds-rw2stw-KTMFTEWRP-8592/KTFT/NCB/2074/75/20-2018-03-30T06:00:00+05:45,compiled,2018-03-30T06:00:00+05:45,ocds-rw2stw-KTMFTEWRP-8592/KTFT/NCB/2074/75/20,tender,35badd3049260bee4554a0d8f195025d,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,KTMFTEWRP-8592/KTFT/NCB/2074/75/20,Supply of Truck Utility 1 Ton Vehicles,NCB,active,goods,,,false,,,open,,1,0,NPR,0,NPR,2018-04-29T12:00:00+05:45,2018-03-30T06:00:00+05:45,2018-04-19T12:00:00+05:45,2018-03-30T06:00:00+05:45,null,29611,Government Budget,Supply of Truck Utility 1 Ton Vehicles,8592,n/a,NPR,,
2959,ocds-rw2stw-KTMFTEWRP-3240/KTFT/NCB/74/75/11-2017-11-15T06:00:00+05:45,compiled,2017-11-15T06:00:00+05:45,ocds-rw2stw-KTMFTEWRP-3240/KTFT/NCB/74/75/11,tender,35badd3049260bee4554a0d8f195025d,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,KTMFTEWRP-3240/KTFT/NCB/74/75/11,Supply of HF Radio Set,NCB,active,goods,,,false,,,open,,0,0,NPR,0,NPR,2017-12-15T12:00:00+05:45,2017-11-15T06:00:00+05:45,2017-12-05T12:00:00+05:45,2017-11-15T06:00:00+05:45,null,29611,Government Budget,Supply of HF Radio Set,3240,n/a,NPR,,
2960,ocds-rw2stw-KTMFTEWRP-4990/KTFT/NCB/WORKS/2074/075 - 19-2018-01-04T18:00:00+05:45,compiled,2018-01-04T18:00:00+05:45,ocds-rw2stw-KTMFTEWRP-4990/KTFT/NCB/WORKS/2074/075 - 19,tender,35badd3049260bee4554a0d8f195025d,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,KTMFTEWRP-4990/KTFT/NCB/WORKS/2074/075 - 19,"Road Way excavation, Road way embankment construction , Composite  soil reinforcement System, Cross Drainage Structure  and other Structure's Construction 19",NCB,active,works,,,false,,,open,,0,0,NPR,0,NPR,2018-02-04T12:00:00+05:45,2018-01-04T18:00:00+05:45,2018-01-25T12:00:00+05:45,2018-01-04T18:00:00+05:45,null,29611,Government Budget,"Road Way excavation, Road way embankment construction , Composite  soil reinforcement System, Cross Drainage Structure  and other Structure's Construction 19",4990,n/a,NPR,,
2961,ocds-rw2stw-KTMFTEWRP-5264/KTFT/NCB/74/75/15-2018-01-10T16:00:00+05:45,compiled,2018-01-10T16:00:00+05:45,ocds-rw2stw-KTMFTEWRP-5264/KTFT/NCB/74/75/15,tender,35badd3049260bee4554a0d8f195025d,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,KTMFTEWRP-5264/KTFT/NCB/74/75/15,Supply for Computer Equipments,NCB,active,goods,,,false,,,open,,1,0,NPR,0,NPR,2018-02-09T12:00:00+05:45,2018-01-10T16:00:00+05:45,2018-01-30T12:00:00+05:45,2018-01-10T16:00:00+05:45,null,29611,Government Budget,Supply for Computer Equipments,5264,n/a,NPR,,
2962,ocds-rw2stw-KTMFTEWRP-4989/KTFT/NCB/WORKS/2074/075 - 18-2018-01-04T18:00:00+05:45,compiled,2018-01-04T18:00:00+05:45,ocds-rw2stw-KTMFTEWRP-4989/KTFT/NCB/WORKS/2074/075 - 18,tender,35badd3049260bee4554a0d8f195025d,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,KTMFTEWRP-4989/KTFT/NCB/WORKS/2074/075 - 18,"Road Way excavation, Road way embankment construction , Composite  soil reinforcement System, Cross Drainage Structure  and other Structure's Construction 18",NCB,active,works,,,false,,,open,,0,0,NPR,0,NPR,2018-02-04T12:00:00+05:45,2018-01-04T18:00:00+05:45,2018-01-25T12:00:00+05:45,2018-01-04T18:00:00+05:45,null,29611,Government Budget,"Road Way excavation, Road way embankment construction , Composite  soil reinforcement System, Cross Drainage Structure  and other Structure's Construction 18",4989,n/a,NPR,,
2963,ocds-rw2stw-KTMFTEWRP-4992/KTFT/NCB/WORKS/2074/075 - 21-2018-01-04T19:00:00+05:45,compiled,2018-01-04T19:00:00+05:45,ocds-rw2stw-KTMFTEWRP-4992/KTFT/NCB/WORKS/2074/075 - 21,tender,35badd3049260bee4554a0d8f195025d,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,KTMFTEWRP-4992/KTFT/NCB/WORKS/2074/075 - 21,"Road Way excavation, Road way embankment construction , Composite  soil reinforcement System, Cross Drainage Structure  and other Structure's Construction 21",NCB,active,works,,,false,,,open,,0,0,NPR,0,NPR,2018-02-04T12:00:00+05:45,2018-01-04T19:00:00+05:45,2018-01-25T12:00:00+05:45,2018-01-04T19:00:00+05:45,null,29611,Government Budget,"Road Way excavation, Road way embankment construction , Composite  soil reinforcement System, Cross Drainage Structure  and other Structure's Construction 21",4992,n/a,NPR,,
